Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path
"Mazurka, Op. 68 no. 3",Frederic Chopin,8,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 68 No 3 Mazurka by Frederic Chopin.pdf,,,,,
Mazurka; Op. 24 no. 1,Frederic Chopin,10,6,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 24 No 1 Mazurka by Frederic Chopin.pdf,,,,,
Mazurka; Op. 24 no. 3,Frederic Chopin,8,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 24 No 3 Mazurka by Frederic Chopin.pdf,,,,,
Mazurka; Op. 33 no. 1,Frederic Chopin,10,7,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 33 No 1 Mazurka by Frederic Chopin.pdf,,,,,
Melancholy Galliard,John Dowland,8,4,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/dowland-melancholy.pdf,,,,,
"Menuet (from Pieces de Clavecin, Premier Livre, (Pg. 31)",Jean-Philippe Rameau,4,2,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Menuet Premier Livre by Jean-Philippe Rameau.pdf,,,,,
"Menuet 1 (from Partita #3 for Violin, BWV 1006)",J.S. Bach,6,2,III,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Chaccone (From Violin Partita No.2).gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Chaccone (From Violin Partita No.2).gp4",,,
"Menuet 1 (from Suite #1 for Violoncello, BWV 1007)",J.S. Bach,4,2,V,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bach Suite N0 1 BWV 1007Doig.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bach Suite N0 1 BWV 1007Doig.gp4",,,
"Menuet 2 (from Suite #1 for Violoncello, BWV 1007)",J.S. Bach,6,4,V,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite No 1 BWV 1007.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite No 1 BWV 1007.gp3",,,
"Menuet, Op. 11 no. 5",Fernando Sor,8,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op11-5.pdf,,,,,gaps_v1/musicxml/Opus 11 No 6 by Fernando Sor.xml
"Menuet, Op. 11 no. 6",Fernando Sor,9,5,XII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 11 No 6 by Fernando Sor.pdf,,,,,gaps_v1/musicxml/Opus 11 No 6 by Fernando Sor.xml
"Menuet, Op. 11 no. 6",Fernando Sor,10,4,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op11-6.pdf,,,,,gaps_v1/musicxml/Opus 11 No 6 by Fernando Sor.xml
"Menuet, Op. 22",Fernando Sor,7,4,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-opus22.pdf,,,,,
Menuett,Johann Krieger,1,1,I,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Menuett by Johann Krieger.pdf,,,,,
Milonga,Agustin Barrios Mandore,13,4,XIV,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-milonga.pdf,,,,,
Milonga del Angel (Milonga),Astor Piazzolla,12,8,VIII,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/P/Piazzola, Astor/Piazzola, Astor - Milonga Del Angel (2).gp3.tokens.txt","datasets/DadaGP-v1.1/P/Piazzola, Astor/Piazzola, Astor - Milonga Del Angel (2).gp3",,,
Miniature No. 12: Prelude,Alain Reiher,7,4,VII,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/R/Reiher, Alain/Reiher, Alain - Miniature No. 12.gp4.tokens.txt","datasets/DadaGP-v1.1/R/Reiher, Alain/Reiher, Alain - Miniature No. 12.gp4",,,
Minuet,J.S. Bach,5,2,III,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet In G.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet In G.gp3",,,
Minuet (Pg. 3),J.S. Bach,5,2,V,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet in G (3).gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet in G (3).gp4",,,
"Minuet from 'Pensees Melodiques', Op. 38 No. 1",Jose Ferrer,5,3,V,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Minuet Opus 38 No 1 by Jose Ferrer.pdf,,,,,
"Minuet I, BWV 1007",J.S. Bach,8,5,VI,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV1007 Minuet 1 by Johann Sebastian Bach.pdf,,,,,
"Minuet II, BWV 1007",J.S. Bach,6,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1007 Minuet 2 by Johann Sebastian Bach.pdf,,,,,
Minuet In A Minor,Henry Purcell,6,4,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Minuet in A Minor by Henry Purcell.pdf,,,,,
Minuet In E,Anonymous,6,3,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Minuet in D minor by Anonymous.pdf,,,,,
Minuet in G,Anonymous,4,2,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Minuet in E by Anonymous.pdf,,,,,
Minuet No. 1 (from Cello Suite No. 1); BWV 1007,J.S. Bach,7,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1007-minuet.pdf,,,,,
Minuet No. 2 (from Cello Suite No. 1); BWV 1007,J.S. Bach,6,4,III,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet #2, Cellosuite #1.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet #2, Cellosuite #1.gp4",,,
Minuet No. 2 (from Cello Suite No. 2); BWV 1008,J.S. Bach,5,3,V,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1.gp3",,,
Minueto en La,Agustin Barrios Mangore,6,6,IX,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios, Agustin - Minueto En La.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios, Agustin - Minueto En La.gp4",,,
Minueto en La (no. 2),Agustin Barrios Mandore,14,8,XII,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios, Agustin - La Catedral (2).gp3.tokens.txt","datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios, Agustin - La Catedral (2).gp3",,,
Minueto en Mi,Agustin Barrios Mangore,8,6,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Minueto En Mi by Agustin Barrios Mangore.pdf,,,,,
Minueto en Si Mayor,Agustin Barrios Mangore,8,8,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Minueto En Si Mayor by Agustin Barrios Mangore.pdf,,,,,
"Minuetto, Op. 25",Fernando Sor,7,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Menuetto by Fernando Sor.pdf,,,,,
Moderato,Dionisio Aguado,1,1,I,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/A/Aguado, Dionso/Aguado, Dionso - Moderato.gp3.tokens.txt","datasets/DadaGP-v1.1/A/Aguado, Dionso/Aguado, Dionso - Moderato.gp3",,,
"Moderato, Op. 31 no. 1",Ferdinando Sor,1,1,I,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4",,,
"Moderato, Op. 35 no. 16",Fernando Sor,7,3,VI,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4",,,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml
"Moderato, Op. 35 no. 17",Fernando Sor,5,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 35 No 17 in D by Fernando Sor.pdf,,,,,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml
"Moderato, Op. 35 no. 2",Fernando Sor,1,1,II,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4",,,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml
"Moderato, Op. 39 no. 15",Anton Diabelli,1,1,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 39 No 15 by Anton Diabelli.pdf,,,,,
Monotonia,Rodrigo Riera,5,4,III,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Monotonia by Rodrigo Riera.pdf,,,,,
Moonlight Sonata,Ludwig van Beethoven,12,7,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Moonlight Sonata by Ludwig van beethoven.pdf,,,,,
Mr. Willoughby's Welcome Home (Poulton 66),John Dowland,6,4,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lords Willoughbys Welcome Home by John Dowland.pdf,,,,,
Mrs. Anne Harecourt's Galliard,Francis Pilkington,7,4,VII,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Mrs Anne Harcourts Galliard by Francis Pilkington.pdf,,,,,
Mrs. Winter's Jump,John Dowland,5,4,IV,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Mrs Winter_'s Jump.gp3.tokens.txt","datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Mrs Winter_'s Jump.gp3",,,
Musette,J.S. Bach,3,1,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv808-musette.pdf,,,,,
Musette (Pg. 11),J.S. Bach,6,3,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Musette in D Major.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Musette in D Major.gp3",,,
My Lord Willoughby's Welcome Home,John Dowland,5,2,II,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lord_s Willoughbys Welcome Home by John Dowland.pdf,,,,,
Nocturne Opus 9 No. 2,Frederic Chopin,16,8,XIV,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Nocturne in C Sharp Minor 2 by Frederic Chopin.pdf,,,,,gaps_v1/musicxml/Opus 9 No 2 Nocturne by Frederic Chopin.xml
"Nocturne, Op. 4 no. 1",Johann Kaspar Mertz,8,5,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/mertz-op4-1.pdf,,,,,
"Nocturne, Op. 4 no. 2",Johann Kaspar Mertz,5,3,III,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 4 No 2 Part 1 Nocturne by Johann Kaspar Mertz.pdf,,,,,
"Nocturne, Op. 9 no. 2",Frederic Chopin,6,3,V,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Nocturne in C Sharp Minor by Frederic Chopin.pdf,,,,,gaps_v1/musicxml/Opus 9 No 2 Nocturne by Frederic Chopin.xml
"Nocturne, Posth. In C minor",Frederic Chopin,16,7,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Nocturne No 20 by Frederic Chopin.zip,,,,,gaps_v1/musicxml/Opus 9 No 2 Nocturne by Frederic Chopin.xml
"Nocturne, posth. In C sharp minor",Frederic Chopin,18,9,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 9 No 2 Nocturne by Frederic Chopin.pdf,,,,,gaps_v1/musicxml/Opus 9 No 2 Nocturne by Frederic Chopin.xml
Nocturne; Op. 9 no. 1,Frederic Chopin,18,8,All,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/C/Chopin, Frederic/Chopin, Frederic - Nocturne in C-Sharp Minor.gp4.tokens.txt","datasets/DadaGP-v1.1/C/Chopin, Frederic/Chopin, Frederic - Nocturne in C-Sharp Minor.gp4",,,gaps_v1/musicxml/Opus 9 No 2 Nocturne by Frederic Chopin.xml
Nocturne; Op.32 no. 1,Frederic Chopin,13,7,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 32 No 1 Nocturne by Frederic Chopin.pdf,,,,,gaps_v1/musicxml/Opus 9 No 2 Nocturne by Frederic Chopin.xml
Nuevos Estudios Sencillos: II - Omaggio a Mangore,Leo Brouwer,4,3,II,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/B/Brouwer, Leo/Brower, Leo - Danza Caracteristica (2).gp4.tokens.txt","datasets/DadaGP-v1.1/B/Brouwer, Leo/Brower, Leo - Danza Caracteristica (2).gp4",,,gaps_v1/musicxml/brouwer-etude6.xml
Nuevos Estudios Sencillos: III - Omaggio a Caturla,Leo Brouwer,3,3,III,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/B/Brouwer, Leo/Brouwer, Leo - Pieza Sin Titulo No.3.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Brouwer, Leo/Brouwer, Leo - Pieza Sin Titulo No.3.gp4",,,gaps_v1/musicxml/brouwer-etude6.xml
Nuevos Estudios Sencillos: IX - Omaggio a Symanowski,Leo Brouwer,4,4,V,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/B/Brouwer, Leo/Brower, Leo - Etude 9.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Brouwer, Leo/Brower, Leo - Etude 9.gp3",,,gaps_v1/musicxml/brouwer-etude6.xml
Nuevos Estudios Sencillos: V - Ommagio a Tarrega,Leo Brouwer,6,4,III,Modern,found,gaps,,,,cY1wc,datasets/gaps_v1/readable_musicxml/Leo Brouwer - Estudios Sencillos (Study No 5).xml,gaps_v1/musicxml/brouwer-etude6.xml
Ode to Joy,Ludwig van Beethoven,2,1,II,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Ode to Joy by Ludwig van Beethoven.pdf,,,,,
Oracion,Agustin Barrios Mangore,8,6,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Oracion by Agustin Barrios Mangore.pdf,,,,,
Oracion,Agustin Barrios Mandore,8,6,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-oracion-por-todos.pdf,,,,,
Oracion por Todos,Agustin Barrios Mandore,7,6,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Oracion por Todos by Augustin Barrios Mangore.pdf,,,,,
Oremus,Francisco Tarrega,6,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/tarrega-oremus.pdf,,,,,
Oriental,Isaac Albeniz,15,9,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 232 No 2 Oriental by Issac Albeniz.pdf,,,,,
Orlando Sleepeth,John Dowland,4,4,II,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Orlando Sleepeth by John Dowland.pdf,,,,,
Overture,Ferdinand Carulli,8,4,X,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carulli, Ferdinando/Carulli, Ferdinando - Overture.gp4.tokens.txt","datasets/DadaGP-v1.1/C/Carulli, Ferdinando/Carulli, Ferdinando - Overture.gp4",,,
Packington's Pound,Anonymous,2,1,I,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Packingtons Pound by anonymous.pdf,,,,,
Packington's Pound,Anonymous,2,2,II,Renaissance,found,dada_gp,,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Packington_'s Pound.gp3.tokens.txt,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Packington_'s Pound.gp3,,,
Pais de Abanico,Agustin Barrios Mandore,11,8,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-abanico.pdf,,,,,
Parabola,Leo Brouwer,18,10,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Parabola by Leo Brouwer.pdf,,,,,
Parabola,Leo Brouwer,18,10,X,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/B/Brouwer, Leo/Brouwer, Leo - Parabola.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Brouwer, Leo/Brouwer, Leo - Parabola.gp4",,,
"Partita for Lute, BWV 997: Sarabande",J.S. Bach,8,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV997 Sarabande by Johann Sebastian Bach.pdf,,,,,
Partita I: BWV 1002: iii. Courrente,J.S. Bach,11,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1002 Bourree by Johann Sebastian Bach.pdf,,,,,
Partita I: BWV 1002: vii. Tempo di Borea,J.S. Bach,9,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1002 Sarabande by Johann Sebastian Bach.pdf,,,,,
Partita I: BWV 1002: viii. Double (Tempo di Borea),J.S. Bach,12,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV1002 Double by Johann Sebastian Bach.pdf,,,,,
"Partita II, BWV 1004: v. Ciaccona",J.S. Bach,19,8,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1004 Ciaccona by Johann Sebastian Bach.pdf,,,,,
Partita II: BWV 1004: i. Allemande,J.S. Bach,12,4,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Allemande From Partita No. 2 In D Minor.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Allemande From Partita No. 2 In D Minor.gp4",,,
Partita II: BWV 1004: iv. Giga,J.S. Bach,15,7,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1004 4 Giga by Johann Sebastian Bach.pdf,,,,,
Partita III: BWV 1006: i. Preludio,J.S. Bach,17,9,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1006 Preludio by Johann Sebastian Bach.pdf,,,,,
Partita III: BWV 1006: ii. Loure,J.S. Bach,11,8,VI,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV1006a Loure by Johann Sebastian Bach.pdf,,,,,
Partita III: BWV 1006: iii. Gavotte en Rondeau,J.S. Bach,13,9,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte en Rondeau (from lute suite 4) BWV 1006a.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte en Rondeau (from lute suite 4) BWV 1006a.gp3",,,
Partita III: BWV 1006: v. Bourree,J.S. Bach,12,7,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1006a Bourree by Johann Sebastian Bach.pdf,,,,,
Partita III: BWV 1006: vi. Gigue,J.S. Bach,14,7,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1006 Gigue From Partita No 3 by Johann Sebastian Bach.pdf,,,,,
"Partita in A Minor, BWV 1013: i. Allemande",J.S. Bach,12,7,All,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1013-allemande.pdf,,,,,
"Partita in A Minor, BWV 1013: iii. Sarabande",J.S. Bach,11,7,All,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV1013 Sarabande by Johann Sebastian Bach.pdf,,,,,
"Partita in A Minor, BWV 1013: iv. Bourree Anglaise",J.S. Bach,9,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1013-bourree-anglaise.pdf,,,,,
"Partita No. 1, BWV 825: i. Praeludium",J.S. Bach,13,8,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 825 Gigue by Johann Sebastian Bach.pdf,,,,,
"Partita No. 1, BWV 825: ii. Allemande",J.S. Bach,12,7,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv825-allemande.pdf,,,,,
"Partita No. 1, BWV 825: iii. Corrente",J.S. Bach,14,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv825-corante.pdf,,,,,
"Partita No. 1, BWV 825: iv.  Sarabande",J.S. Bach,11,8,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 825 Sarabande by Johann Sebastian Bach.pdf,,,,,
"Partita No. 1, BWV 825: v.  Minuet I and II",J.S. Bach,8,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv825-minuets.pdf,,,,,
"Partita No. 1, BWV 825: vi.  Giga",J.S. Bach,15,7,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv825-paludium.pdf,,,,,
"Partita, BWV 1002: v. Sarabande",J.S. Bach,7,5,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande - Bwv 1002.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande - Bwv 1002.gp4",,,
Passacaglia,Lodvico Roncalli,10,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Passacaglia by Lodovico Roncalli.pdf,,,,,
Passacaille,Robert de Visee,7,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Passacaille by Robert de Visee.pdf,,,,,
Passacaille,Silvius Leopold Weiss,11,5,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Passacaille by Silvius Leopold Weiss.pdf,,,,,
Passacaille,Robert de Visee,6,3,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/D/De Visee, Robert/De Visee, Robert - Passacaille En Mi Mineur.gp4.tokens.txt","datasets/DadaGP-v1.1/D/De Visee, Robert/De Visee, Robert - Passacaille En Mi Mineur.gp4",,,
Passacaille (from Great Suite #7 for Harpsichord),George Friedrich Handel,9,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite No 7 Passacaille by Georg Friedrich Handel.pdf,,,,,
Pastoral,Joaquin Rodrigo,13,6,XI,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pastorale by Joaquin Rodrigo.pdf,,,,,
Patchwork (4 Etudes) - Etude No. 1,Jean-Maurice Mourat,5,3,II,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/L/Lalanne, Jean-Felix/Lalanne, Jean-F,lix - Laguna Girl (partie 1).gp3.tokens.txt","datasets/DadaGP-v1.1/L/Lalanne, Jean-Felix/Lalanne, Jean-F,lix - Laguna Girl (partie 1).gp3",,,
Patchwork (4 Etudes) - Etude No. 2,Jean-Maurice Mourat,5,3,V,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Concert For Piano And Orchestra Mov 2 by Maurice Ravel.pdf,,,,,
Patchwork (4 Etudes) - Etude No. 3,Jean-Maurice Mourat,6,3,IX,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/G/Goldman, Jean-Jacques/Goldman, Jean-Jacques - Natacha (3).gp3.tokens.txt","datasets/DadaGP-v1.1/G/Goldman, Jean-Jacques/Goldman, Jean-Jacques - Natacha (3).gp3",,,
Pavan I,Luis Milan,6,3,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pavan I by Luys Milan.pdf,,,,,
Pavan VI,Luis Milan,6,4,II,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pavana 6 by Luys Milan.pdf,,,,,
Pavana,Gaspar Sanz,5,3,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pavana by Gaspar Sanz.pdf,,,,,
Pavana,Francisco Tarrega,9,7,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pavana by Francisco Tarrega.pdf,,,,,
Pavana,Francisco Tarrega,8,6,XI,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/tarrega-pavana.pdf,,,,,
Pavana,Gaspar Sanz,2,1,II,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Pavana.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Pavana.gp4",,,
Pavana,Gaspar Sanz,4,2,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pavanas by Gaspar Sanz.pdf,,,,,
Pavana I,Luis Milan,3,2,III,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/M/Milan, Luis/Milan, Luis - Pavana.gp3.tokens.txt","datasets/DadaGP-v1.1/M/Milan, Luis/Milan, Luis - Pavana.gp3",,,
Pavana II,Luis Milan,5,3,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pavan 2 by Luis Milan.pdf,,,,,
Pavana III,Luis Milan,4,2,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pavan 3 by Luys Milan.pdf,,,,,
Pavana IV,Luis Milan,3,3,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pavan IV by Luys Milan.pdf,,,,,
Pavana V,Luis Milan,4,2,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pavana 5 by Luys Milan.pdf,,,,,
Pavana VI,Luis Milan,4,2,III,Renaissance,found,gaps,,,,lf1wc,datasets/gaps_v1/readable_musicxml/Luys Milan - Pavana 6.xml,
Pavana: No. II,Luis Milan,5,3,V,Renaissance,found,gaps,,,,wD1wc,datasets/gaps_v1/readable_musicxml/by Luis Milan - Pavan 2.xml,
Pavana: No. III,Luis Milan,4,2,III,Renaissance,found,gaps,,,,zM1wc,datasets/gaps_v1/readable_musicxml/Luys Milan - Pavan 3.xml,
Pavana: No. IV,Luis Milan,3,3,III,Renaissance,found,gaps,,,,cpswc,datasets/gaps_v1/readable_musicxml/Luys Milan - Pavan IV.xml,
Pavana: No. V,Luis Milan,4,2,III,Renaissance,found,gaps,,,,-V1wc,datasets/gaps_v1/readable_musicxml/Luys Milan - Pavana 5.xml,
Pavane,Gabriel Faure,11,6,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/F/Faure, Gabriel/Faure, Gabriel - Pavane.gp4.tokens.txt","datasets/DadaGP-v1.1/F/Faure, Gabriel/Faure, Gabriel - Pavane.gp4",,,
Pepita,Agustin Barrios Mangore,12,8,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-pepita.pdf,,,,,
