Target,Candidate,Source,Reason,Path
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 22. Preludi","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'100'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 23. Preludi","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'100'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 24. Preludi","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'100'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 3. Cadenze","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt",DadaGP,Num:{'3'},"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 3. Cadenze","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt",DadaGP,Num:{'3'},"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 3. Cadenze","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'100'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 3. Cadenze","G/Giuliani, Mauro/Giuliani, Mauro - Study No. 3.gp4.tokens.txt",DadaGP,Num:{'3'},"G/Giuliani, Mauro/Giuliani, Mauro - Study No. 3.gp4.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 4. Cadenze","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,"Num:{'4', '100'}","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 5. Cadenze","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'100'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 6. Cadenze","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'100'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 7. Cadenze","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'100'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 8. Cadenze","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'100'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Cadenzas, Caprices, Rondos & Preludes, Op. 100: 9. Cadenze","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'100'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Caprice, Op. 100 no. 13","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt"
"Mauro Giuliani - Caprice, Op. 100 no. 13","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt"
"Mauro Giuliani - Caprice, Op. 100 no. 13","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'100'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Caprice, Op. 11","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'11'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"J.S. Bach - Chromatic Fantasy and Fugue, BWV 903","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Toccata And Fugue (Bwv 565).gp4.tokens.txt",DadaGP,Words:3/6,"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Toccata And Fugue (Bwv 565).gp4.tokens.txt"
Heitor Villa-Lobos - Cinq Preludes: Prelude No.  2,H/Heitor Villa Lobos/Heitor Villa Lobos - Prelude no. 1.gp3.tokens.txt,DadaGP,Words:2/5,H/Heitor Villa Lobos/Heitor Villa Lobos - Prelude no. 1.gp3.tokens.txt
Heitor Villa-Lobos - Cinq Preludes: Prelude No.  2,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt",DadaGP,Num:{'2'},"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt"
Heitor Villa-Lobos - Cinq Preludes: Prelude No.  2,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Prelude No. 1.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Prelude No. 1.gp4.tokens.txt"
Heitor Villa-Lobos - Cinq Preludes: Prelude No.  2,A/Aston Villa/Aston Villa - Raisonne (2).gp4.tokens.txt,DadaGP,Num:{'2'},A/Aston Villa/Aston Villa - Raisonne (2).gp4.tokens.txt
Heitor Villa-Lobos - Cinq Preludes: Prelude No.  3,H/Heitor Villa Lobos/Heitor Villa Lobos - Prelude no. 1.gp3.tokens.txt,DadaGP,Num:{'3'},H/Heitor Villa Lobos/Heitor Villa Lobos - Prelude no. 1.gp3.tokens.txt
Heitor Villa-Lobos - Cinq Preludes: Prelude No.  3,"L/Heitor Villa-Lobos/Lobos, Heitor Villa - Bachiana Brasileiras No 5.gp3.tokens.txt",DadaGP,Num:{'3'},"L/Heitor Villa-Lobos/Lobos, Heitor Villa - Bachiana Brasileiras No 5.gp3.tokens.txt"
Heitor Villa-Lobos - Cinq Preludes: Prelude No.  3,"L/Heitor Villa-Lobos/Lobos, Heitor Villa - Chirinho Suite Populaire BrCsilienne No 5.gp3.tokens.txt",DadaGP,Num:{'3'},"L/Heitor Villa-Lobos/Lobos, Heitor Villa - Chirinho Suite Populaire BrCsilienne No 5.gp3.tokens.txt"
Heitor Villa-Lobos - Cinq Preludes: Prelude No.  3,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Prelude No. 1.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Prelude No. 1.gp4.tokens.txt"
Heitor Villa-Lobos - Cinq Preludes: Prelude No.  3,Preludio No. 3,GAPS,Num,5w1wc
"J.S. Bach - Courante from Cello Suite No. III, BWV 1009","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande (From Cello Suite I [BWV 1007]).gp4.tokens.txt",DadaGP,Words:4/8,"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande (From Cello Suite I [BWV 1007]).gp4.tokens.txt"
Francisco Tarrega - Danza Mora,"T/Tarrega, Francisco/Tarrega, Francisco - Danza Mora.gp3.tokens.txt",DadaGP,Words:2/2,"T/Tarrega, Francisco/Tarrega, Francisco - Danza Mora.gp3.tokens.txt"
Fernando Sor - Deuxieme Fantasie (Op. 4),"S/Sor, Fernando/Sor, Fernando - Encouragement Cantabile Op.34.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Encouragement Cantabile Op.34.gp4.tokens.txt"
Fernando Sor - Deuxieme Fantasie (Op. 4),"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Deuxieme Fantasie (Op. 4),"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
Fernando Sor - Deuxieme Fantasie (Op. 4),"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Deuxieme Fantasie (Op. 4),"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Deuxieme Fantasie (Op. 4),"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Deuxieme Fantasie (Op. 4),"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Deuxieme Fantasie (Op. 4),"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Deuxieme Fantasie (Op. 4),"S/Sor, Fernando/Sor, Fernando - Sonate In C (Op.15B).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Sonate In C (Op.15B).gp4.tokens.txt"
Fernando Sor - Deuxieme Fantasie (Op. 4),"S/Sor, Fernando/Sor, Fernando - Variations in Tremolo, From Op.21.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Variations in Tremolo, From Op.21.gp4.tokens.txt"
"Mauro Giuliani - Divertimento, Op. 37 no. 3","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt",DadaGP,Num:{'3'},"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt"
"Mauro Giuliani - Divertimento, Op. 37 no. 3","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt",DadaGP,Num:{'3'},"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt"
"Mauro Giuliani - Divertimento, Op. 37 no. 3","G/Giuliani, Mauro/Giuliani, Mauro - Study No. 3.gp4.tokens.txt",DadaGP,Num:{'3'},"G/Giuliani, Mauro/Giuliani, Mauro - Study No. 3.gp4.tokens.txt"
"Mauro Giuliani - Divertimento, Op. 37 no. 5","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt"
"Mauro Giuliani - Divertimento, Op. 37 no. 5","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt"
"Mauro Giuliani - Divertimento, Op. 40 no. 12","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt"
"Mauro Giuliani - Divertimento, Op. 40 no. 12","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt"
"Mauro Giuliani - Divertimento, Op. 40 no. 23","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt"
"Mauro Giuliani - Divertimento, Op. 40 no. 23","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 10,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 10,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 10,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 10,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 11,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 11,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 11,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 11,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 3,H/Heitor Villa Lobos/Heitor Villa Lobos - Etude Nss2.gp3.tokens.txt,DadaGP,Num:{'3'},H/Heitor Villa Lobos/Heitor Villa Lobos - Etude Nss2.gp3.tokens.txt
Heitor Villa-Lobos - Douze Etudes - Etude No. 3,H/Heitor Villa Lobos/Heitor Villa Lobos - Prelude no. 1.gp3.tokens.txt,DadaGP,Num:{'3'},H/Heitor Villa Lobos/Heitor Villa Lobos - Prelude no. 1.gp3.tokens.txt
Heitor Villa-Lobos - Douze Etudes - Etude No. 3,"L/Heitor Villa-Lobos/Lobos, Heitor Villa - Bachiana Brasileiras No 5.gp3.tokens.txt",DadaGP,Num:{'3'},"L/Heitor Villa-Lobos/Lobos, Heitor Villa - Bachiana Brasileiras No 5.gp3.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 3,"L/Heitor Villa-Lobos/Lobos, Heitor Villa - Chirinho Suite Populaire BrCsilienne No 5.gp3.tokens.txt",DadaGP,Num:{'3'},"L/Heitor Villa-Lobos/Lobos, Heitor Villa - Chirinho Suite Populaire BrCsilienne No 5.gp3.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 3,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 3,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 3,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 3,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 3,Preludio No. 3,GAPS,Num,5w1wc
Heitor Villa-Lobos - Douze Etudes - Etude No. 7,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 7,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 7,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 7,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 8,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 8,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 8,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 8,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 9,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No 1.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 9,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 1 (2).gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 9,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude No. 6.gp4.tokens.txt"
Heitor Villa-Lobos - Douze Etudes - Etude No. 9,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt",DadaGP,Words:2/5,"L/Heitor Villa-Lobos/Villa-Lobos, Heitor - Etude no. 12.gp4.tokens.txt"
"Mauro Giuliani - Ecossaise, Op. 33 no. 11","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt"
"Mauro Giuliani - Ecossaise, Op. 33 no. 11","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt"
"Mauro Giuliani - Ecossaise, Op. 33 no. 11","G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt",DadaGP,Num:{'11'},"G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt"
"Mauro Giuliani - Ecossaise, Op. 33 no. 9","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No. 1.gp3.tokens.txt"
"Mauro Giuliani - Ecossaise, Op. 33 no. 9","G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt",DadaGP,Words:2/5,"G/Giuliani, Mauro/Giuliani, Mauro - Op. 50 No.3.gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 13,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 13,"S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4.tokens.txt",DadaGP,Num:{'13'},"S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 13,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 13,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 13,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 13,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 14,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 14,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 14,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 14,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 14,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 15,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 15,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 15,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 15,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 15,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
